N_da_SC;Cod_Obra;Cod_insumo;Descricao_do_insumo;Qt_solicitada;Data_da_SC;Data_SC_chegada_a_obra;N_do_PC;Data_aprovacao_da_NT;Data_emissao_do_PC;Previsao_de_entrega;Quant_entregue;Saldo;Data_da_NF;N_da_NF;Data_entrada_na_obra;Data_vencimento;Status_da_NF
SC0002102;32665;C918375;"PULSADOR PREDIAL; CAMPAINHA; TECLA: BRANCA; INSTALACAO: EMBUTIDO; TENSAO MAXIMA: 250 V; CORRENTE MAXIMA: 10 A; PLACA: COM PLACA 4 X 2""; COR: BRANCA; SINALIZADOR: SEM SINALIZADOR; FAB: SCHNEIDER - REF: CLARIS - PRM0912.
EMB RECUADO 2 4  AR70";1.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;1.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C950793;"LAMPADA SINALIZACAO; 1 LED; ACABAMENTO: CLARA; BASE: BA15D; TENSAO: 12 V; POTENCIA NOMINAL: 7 W; DIAMETRO: 70,0 MM; COMPRIMENTO: 51,0 MM; REQUISITOS ADICIONAIS: LAMPADA LED AR70.
LED AR70 4,8W";16.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;16.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C831130;"CILINDRO GAS FINCA PINO; MODELO: GC 21; APLICACAO: GX 120; CAPACIDADE: 750 TIROS; FAB: HILTI - REF: 38865.
MOD CEGO PT PP+";10.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;10.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1001987;"TORNEIRA; MESA; APLICACAO: LAVATORIO; MODELO: 00446106; MATERIAL: LATAO; ACABAMENTO: CROMADA; CONEXAO: ROSCA BSP; FABRICANTE: DOCOL; REFERENCIA: 00446106/ PRESSMATIC ALFA; DIAMETRO: 1/2 ""; FAB: DOCOL - REF: 00446106/ PRESSMATIC ALFA.
MOD INTER SIMP 10A";2.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;2.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1007887;"TOMADA ENERGIA IND NAO METALICA; EMBUTIR; MATERIAL: POLIAMIDA 6.6; CONTATO: FEMEA; BLOQUEIO MECANICO: SEM BLOQUEIO; PROTECAO: SEM PROTECAO; GRAU DE PROTECAO: IP-67; ENTRADA: PRENSA CABO; SAIDA: FRONTAL; FREQUENCIA: 50/60 HZ; PADRAO: IEC 60309-1/309-2; NUMERO DE POLOS: 3 POLOS + TERRA; TENSAO NOMINAL: 380/440 V; CORRENTE NOMINAL: 32 A; FAB: STECK - REF: S-4243W.
MOD SAIDA DE FIO PT PP+";2.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;2.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1007887;"TOMADA ENERGIA IND NAO METALICA; EMBUTIR; MATERIAL: POLIAMIDA 6.6; CONTATO: FEMEA; BLOQUEIO MECANICO: SEM BLOQUEIO; PROTECAO: SEM PROTECAO; GRAU DE PROTECAO: IP-67; ENTRADA: PRENSA CABO; SAIDA: FRONTAL; FREQUENCIA: 50/60 HZ; PADRAO: IEC 60309-1/309-2; NUMERO DE POLOS: 3 POLOS + TERRA; TENSAO NOMINAL: 380/440 V; CORRENTE NOMINAL: 32 A; FAB: STECK - REF: S-4243W.
MOD TOM 2P+T 10A";26.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;26.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1036740;"TOMADA ENERGIA IND NAO METALICA; EXTENSAO; MATERIAL: POLIAMIDA 6.6; CONTATO: FEMEA; BLOQUEIO MECANICO: SEM BLOQUEIO; PROTECAO: SEM PROTECAO; GRAU DE PROTECAO: IP-44; ENTRADA: PRENSA CABO; SAIDA: FRONTAL; FREQUENCIA: 50/60 HZ; PADRAO: IEC 60309-1/309-2; NUMERO DE POLOS: 2 POLOS + TERRA; TENSAO NOMINAL: 380/440 V; CORRENTE NOMINAL: 16 A; REQUISITOS ADICIONAIS: ACOPLAMENTO; FAB: STECK - REF: S-3059.
MOD TOM RJ4 CAT5E";2.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;2.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1002990;"PERFIL TUBULAR; FORMATO: RETANGULAR; MATERIAL: ACO CARBONO ASTM A36; FABRICACAO: SEM COSTURA; TRATAMENTO SUPERFICIAL: SEM TRATAMENTO; PADRAO DIMENSIONAL:  DIMENSOES: 40 X 60 MM; ESPESSURA: 2,0 MM; COMPRIMENTO: 6000 MM; REQUISITOS ADICIONAIS: TUBO P/FINS INDUSTRIAIS; PRETO, PONTA LISA.
PREFIL EMB P/FITA LED";5.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;5.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1012654;"CAIXA NAO METALICA LIGACAO EQUIPAM; FORMATO: RETANGULAR; MATERIAL: POLIAMIDA; COR: CINZA; CLASSIFICACAO: IP-65; CONEXAO: CEGA; TAMPA: OPACA; TIPO DE TAMPA: APARAFUSADA; DOBRADICA: SEM DOBRADICA; PLACA DE MONTAGEM: SEM PLACA DE MONTAGEM; DIMENSOES: 251X150X107 MM; FAB: STECK - REF: S310.
PLACA 4X2 1P PT";4.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;4.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1093652;"TOMADA ENERGIA PREDIAL; FORMATO: LOSANGULAR; COR DA TOMADA: BRANCA; INSTALACAO: EMBUTIDA; TENSAO MAXIMA: 250 V; CORRENTE MAXIMA: 20 A; PLACA: COM PLACA 4 X 2""; COR: BRANCA; QUANTIDADE DE TOMADAS: 1; NUMERO DE POLOS: 2 POLOS + TERRA PADRAO NBR; CONTATOS: CILINDRICOS; FAB: SCHNEIDER - REF: PRM715B.
PLACA 4X2 2P";15.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;15.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1182772;"PLACA INTERRUPTOR/TOMADA PREDIAL; INSTALACAO: EMBUTIDA; COR: BRANCA; TAMANHO: 4 X 2""; 1 FURO 9,5 MM.
PLACA 4X2 3P";3.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;3.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1186764;"PLACA INTERRUPTOR/TOMADA PREDIAL; INSTALACAO: EMBUTIDA; COR: BRANCA; TAMANHO: 4 X 2""; 1 FURO 11 MM; REQUISITOS ADICIONAIS: C/ SAIDA DE FIO..
PLACA 4X4 1+1P";3.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;3.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1674636;"TELEVISOR; LED; TAMANHO DA TELA: 42 ""; SOM: ESTEREO; FUNCAO: FULL HD; CONTROLE REMOTO: COM CONTROLE REMOTO; ACESSORIOS: SEM ACESSORIOS; TENSAO DE ALIMENTACAO: BIVOLT; FAB: LG - REF: LG42LB5600B.
SPOT LED P/TRILHO 12W";10.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;10.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1001235;"SUPORTE ELETROCALHA; OMEGA; MATERIAL: ACO CARBONO; REVESTIMENTO: PRE GALVANIZADO; ALTURA DA ABA DA ELETROCALHA: 100 MM; LARGURA DA ELETROCALHA: 300 MM; REQUISITOS ADICIONAIS: SUPORTE OMEGA.
SUPORTE 4X2 PP+";12.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;12.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0002102;32665;C1001238;"SUPORTE ELETROCALHA; OMEGA; MATERIAL: ACO CARBONO; REVESTIMENTO: PRE GALVANIZADO; ALTURA DA ABA DA ELETROCALHA: 100 MM; LARGURA DA ELETROCALHA: 200 MM.
SUPORTE 4X4 PP+";3.0;05/01/2024;20/01/2025;PC0000262;11/01/2024;17/01/2024;;3.0;0.0;07/12/2023;588803;;23/01/2024;Aprovado
SC0001811;32633;C1045252;"PORTA ESQUADRIA; MODELO: GIRO; MATERIAL: ALUMINIO; COR: NATURAL; ACABAMENTO: ANODIZADO FOSCO; NUMERO DE FOLHAS: 1 FOLHA; DIMENSOES: 90 X 215 CM; ACESSORIOS: VENEZIANA.";5.0;13/12/2023;28/12/2023;PC0000141;14/12/2023;14/12/2023;;5.0;0.0;28/09/2023;1433737;;23/01/2024;Aprovado - NF excluida no IFS
SC0001814;32633;C51872;"CAPACETE SEGURANCA; ABA FRONTAL; MATERIAL: POLIETILENO; LATERAL: SEM FENDA; SUSPENSAO: TIRA CRUZADA; JUGULAR: COM JUGULAR; PROTETOR AUDITIVO: SEM PROTETOR AUDITIVO; PROTETOR FACIAL: SEM PROTETOR FACIAL; PADRAO: COR: AMARELO; REQUISITOS ADICIONAIS: TAMANHO: UNICO; LOGOMARCA: S/LOGOMARCA; CERTIFICADO APROVACAO: C.A. C/GRAVACAO OBRIGATORIA.";10.0;13/12/2023;28/12/2023;PC0000139;14/12/2023;14/12/2023;;10.0;0.0;25/10/2023;42256;;23/01/2024;Aprovado - NF excluida no IFS
SC0001836;32633;C51872;"CAPACETE SEGURANCA; ABA FRONTAL; MATERIAL: POLIETILENO; LATERAL: SEM FENDA; SUSPENSAO: TIRA CRUZADA; JUGULAR: COM JUGULAR; PROTETOR AUDITIVO: SEM PROTETOR AUDITIVO; PROTETOR FACIAL: SEM PROTETOR FACIAL; PADRAO: COR: AMARELO; REQUISITOS ADICIONAIS: TAMANHO: UNICO; LOGOMARCA: S/LOGOMARCA; CERTIFICADO APROVACAO: C.A. C/GRAVACAO OBRIGATORIA.";30.0;14/12/2023;29/12/2023;PC0000143;14/12/2023;18/12/2023;;20.0;10.0;25/10/2023;42254;;28/03/2024;Aprovado - NF excluida no IFS
SC0001838;32048;C1809623;"EXTINTOR INCENDIO; PORTATIL; CARGA: PO QUIMICO SECO; CILINDRO EXTERNO: COM N2; VALVULA DE DESCARGA: COM MANGUEIRA/DIFUSOR; MANOMETRO: COM MANOMETRO; CLASSE: A/B/C; CAPACIDADE: 4,0 KG.";1.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;1.0;0.0;29/11/2023;1714;19/11/2024;19/12/2024;Aprovado
SC0001838;32048;C1809623;"EXTINTOR INCENDIO; PORTATIL; CARGA: PO QUIMICO SECO; CILINDRO EXTERNO: COM N2; VALVULA DE DESCARGA: COM MANGUEIRA/DIFUSOR; MANOMETRO: COM MANOMETRO; CLASSE: A/B/C; CAPACIDADE: 4,0 KG.";1.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;1.0;0.0;29/11/2023;1714;;04/04/2024;NF devolvida
SC0001838;32048;C1804004;"PLACA SINALIZACAO; MATERIAL: ACO CARBONO SAE 1010/1020; ACABAMENTO: GALVANIZADO; IDENTIFICACAO: MEIO AMBIENTE; IDENTIFICACAO 1: COLETA SELETIVA; IDENTIFICACAO 2: RESIDUOS QUIMICOS; CORES: VERMELHO/PRETO/VERDE/AMARELO/BRANCO; IMPRESSAO: COM IMPRESSAO REFLETIVA; FIXACAO: ESQUADRO EM MADEIRA; DIMENSOES: 800 X 400 MM.";7.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;7.0;0.0;29/11/2023;1714;19/11/2024;19/12/2024;Aprovado
SC0001838;32048;C1804004;"PLACA SINALIZACAO; MATERIAL: ACO CARBONO SAE 1010/1020; ACABAMENTO: GALVANIZADO; IDENTIFICACAO: MEIO AMBIENTE; IDENTIFICACAO 1: COLETA SELETIVA; IDENTIFICACAO 2: RESIDUOS QUIMICOS; CORES: VERMELHO/PRETO/VERDE/AMARELO/BRANCO; IMPRESSAO: COM IMPRESSAO REFLETIVA; FIXACAO: ESQUADRO EM MADEIRA; DIMENSOES: 800 X 400 MM.";7.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;7.0;0.0;29/11/2023;1714;;04/04/2024;NF devolvida
SC0001838;32048;C1825456;"EXTINTOR INCENDIO; PORTATIL; CARGA: GAS CARBONICO; CILINDRO EXTERNO: SEM CILINDRO EXTERNO; VALVULA DE DESCARGA: COM MANGUEIRA/DIFUSOR; MANOMETRO: COM MANOMETRO; CLASSE: B/C; CAPACIDADE: 8,0 KG.";2.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;2.0;0.0;29/11/2023;1714;19/11/2024;19/12/2024;Aprovado
SC0001838;32048;C1825456;"EXTINTOR INCENDIO; PORTATIL; CARGA: GAS CARBONICO; CILINDRO EXTERNO: SEM CILINDRO EXTERNO; VALVULA DE DESCARGA: COM MANGUEIRA/DIFUSOR; MANOMETRO: COM MANOMETRO; CLASSE: B/C; CAPACIDADE: 8,0 KG.";2.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;2.0;0.0;29/11/2023;1714;;04/04/2024;NF devolvida
SC0001838;32048;C1825276;"EXTINTOR INCENDIO; PORTATIL; CARGA: GAS CARBONICO; CILINDRO EXTERNO: COM CO2; VALVULA DE DESCARGA: COM MANGUEIRA/BICO; MANOMETRO: SEM MANOMETRO; PADRAO: CLASSE: A/B/C; CAPACIDADE: 12,0 KG.";4.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;4.0;0.0;29/11/2023;1714;19/11/2024;19/12/2024;Aprovado
SC0001838;32048;C1825276;"EXTINTOR INCENDIO; PORTATIL; CARGA: GAS CARBONICO; CILINDRO EXTERNO: COM CO2; VALVULA DE DESCARGA: COM MANGUEIRA/BICO; MANOMETRO: SEM MANOMETRO; PADRAO: CLASSE: A/B/C; CAPACIDADE: 12,0 KG.";4.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;4.0;0.0;29/11/2023;1714;;04/04/2024;NF devolvida
SC0001838;32048;C1802102;"EXTINTOR INCENDIO; PORTATIL; CARGA: GAS CARBONICO; CILINDRO EXTERNO: COM CO2; VALVULA DE DESCARGA: COM MANGUEIRA/DIFUSOR; MANOMETRO: COM MANOMETRO; PADRAO: A CLASSE: B/C; CAPACIDADE: 6,0 KG; REQUISITOS ADICIONAIS: EXTINTOR 6KG CO2.";2.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;2.0;0.0;29/11/2023;1714;19/11/2024;19/12/2024;Aprovado
SC0001838;32048;C1802102;"EXTINTOR INCENDIO; PORTATIL; CARGA: GAS CARBONICO; CILINDRO EXTERNO: COM CO2; VALVULA DE DESCARGA: COM MANGUEIRA/DIFUSOR; MANOMETRO: COM MANOMETRO; PADRAO: A CLASSE: B/C; CAPACIDADE: 6,0 KG; REQUISITOS ADICIONAIS: EXTINTOR 6KG CO2.";2.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;2.0;0.0;29/11/2023;1714;;04/04/2024;NF devolvida
SC0001838;32048;C1804004;"PLACA SINALIZACAO; MATERIAL: ACO CARBONO SAE 1010/1020; ACABAMENTO: GALVANIZADO; IDENTIFICACAO: MEIO AMBIENTE; IDENTIFICACAO 1: COLETA SELETIVA; IDENTIFICACAO 2: RESIDUOS QUIMICOS; CORES: VERMELHO/PRETO/VERDE/AMARELO/BRANCO; IMPRESSAO: COM IMPRESSAO REFLETIVA; FIXACAO: ESQUADRO EM MADEIRA; DIMENSOES: 800 X 400 MM.";2.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;2.0;0.0;29/11/2023;1714;19/11/2024;19/12/2024;Aprovado
SC0001838;32048;C1804004;"PLACA SINALIZACAO; MATERIAL: ACO CARBONO SAE 1010/1020; ACABAMENTO: GALVANIZADO; IDENTIFICACAO: MEIO AMBIENTE; IDENTIFICACAO 1: COLETA SELETIVA; IDENTIFICACAO 2: RESIDUOS QUIMICOS; CORES: VERMELHO/PRETO/VERDE/AMARELO/BRANCO; IMPRESSAO: COM IMPRESSAO REFLETIVA; FIXACAO: ESQUADRO EM MADEIRA; DIMENSOES: 800 X 400 MM.";2.0;14/12/2023;29/12/2023;PC0000156;15/12/2023;24/01/2024;;2.0;0.0;29/11/2023;1714;;04/04/2024;NF devolvida
SC0001845;32048;C1825890;"ARGAMASSA; APLICACAO: ALVENARIA; COR: CINZA; AMBIENTE: INTERNO; NORMA: ; RESISTENCIA: 1,0 MPA; FORNECIMENTO: SACO 25 KG; REQUISITOS ADICIONAIS: ARGAMASSA PARA LEVANTE.";60.0;14/12/2023;29/12/2023;PC0000158;15/12/2023;16/01/2024;;60.0;0.0;24/11/2023;124627;;04/04/2024;Aprovado
SC0001574;32633;C150484;"BRITA; APLICACAO: CONSTRUCAO EM GERAL; TAMANHO: GRADUADA.";140.0;06/12/2023;21/12/2023;PC0000068;07/12/2023;07/12/2023;;14.79;125.21;01/12/2023;486961;;23/01/2024;Aprovado
SC0001574;32633;C150484;"BRITA; APLICACAO: CONSTRUCAO EM GERAL; TAMANHO: GRADUADA.";140.0;06/12/2023;21/12/2023;PC0000068;07/12/2023;07/12/2023;;14.12;125.88;02/12/2023;486999;;23/01/2024;Aprovado
SC0001574;32633;C150484;"BRITA; APLICACAO: CONSTRUCAO EM GERAL; TAMANHO: GRADUADA.";140.0;06/12/2023;21/12/2023;PC0000068;07/12/2023;07/12/2023;;12.82;127.18;01/12/2023;486968;;23/01/2024;Aprovado
SC0001574;32633;C150484;"BRITA; APLICACAO: CONSTRUCAO EM GERAL; TAMANHO: GRADUADA.";140.0;06/12/2023;21/12/2023;PC0000068;07/12/2023;07/12/2023;;12.97;127.03;01/12/2023;486889;;23/01/2024;Aprovado
SC0001574;32633;C150484;"BRITA; APLICACAO: CONSTRUCAO EM GERAL; TAMANHO: GRADUADA.";140.0;06/12/2023;21/12/2023;PC0000068;07/12/2023;07/12/2023;;13.99;126.01;01/12/2023;486888;;23/01/2024;Aprovado
SC0001574;32633;C150484;"BRITA; APLICACAO: CONSTRUCAO EM GERAL; TAMANHO: GRADUADA.";140.0;06/12/2023;21/12/2023;PC0000068;07/12/2023;07/12/2023;;13.1;126.9;01/12/2023;486973;;23/01/2024;Aprovado
SC0001574;32633;C150484;"BRITA; APLICACAO: CONSTRUCAO EM GERAL; TAMANHO: GRADUADA.";140.0;06/12/2023;21/12/2023;PC0000068;07/12/2023;07/12/2023;;13.56;126.44;01/12/2023;486978;;23/01/2024;Aprovado
SC0001574;32633;C150484;"BRITA; APLICACAO: CONSTRUCAO EM GERAL; TAMANHO: GRADUADA.";140.0;06/12/2023;21/12/2023;PC0000068;07/12/2023;07/12/2023;;11.69;128.31;27/11/2023;486295;;23/01/2024;Aprovado
SC0001574;32633;C150484;"BRITA; APLICACAO: CONSTRUCAO EM GERAL; TAMANHO: GRADUADA.";140.0;06/12/2023;21/12/2023;PC0000068;07/12/2023;07/12/2023;;10.57;129.43;02/12/2023;487009;;23/01/2024;Aprovado
SC0001574;32633;C150484;"BRITA; APLICACAO: CONSTRUCAO EM GERAL; TAMANHO: GRADUADA.";140.0;06/12/2023;21/12/2023;PC0000068;07/12/2023;07/12/2023;;6.65;133.35;27/11/2023;486302;;23/01/2024;Aprovado
SC0001580;32633;C157064;"ELETRODO REVESTIDO SOLDAGEM; APLICACAO: ACO CARBONO BAIXA LIGA; CLASSIFICACAO: E 7018; PADRAO: AWS A5.1; REVESTIMENTO: ESPECIAL; POSICAO SOLDAGEM: TODAS POSICOES; CORRENTE: ALTERNADA/CONTINUA; POLARIDADE: NEGATIVA/POSITIVA; DIAMETRO DA ALMA: 2,50 MM; COMPRIMENTO: 350 MM.";187.0;06/12/2023;21/12/2023;PC0000064;06/12/2023;11/12/2023;;17.0;170.0;05/10/2023;101571;;28/03/2024;Aprovado
SC0001580;32633;C157064;"ELETRODO REVESTIDO SOLDAGEM; APLICACAO: ACO CARBONO BAIXA LIGA; CLASSIFICACAO: E 7018; PADRAO: AWS A5.1; REVESTIMENTO: ESPECIAL; POSICAO SOLDAGEM: TODAS POSICOES; CORRENTE: ALTERNADA/CONTINUA; POLARIDADE: NEGATIVA/POSITIVA; DIAMETRO DA ALMA: 2,50 MM; COMPRIMENTO: 350 MM.";187.0;06/12/2023;21/12/2023;PC0000064;06/12/2023;11/12/2023;;170.0;17.0;01/12/2023;102379;;23/01/2024;Aprovado
SC0001580;32633;C157144;"ELETRODO REVESTIDO SOLDAGEM; APLICACAO: ACO CARBONO; CLASSIFICACAO: E6010; PADRAO: AWS A5.1; REVESTIMENTO: CELULOSICO; POSICAO SOLDAGEM: TODAS POSICOES; CORRENTE: ALTERNADA/CONTINUA; POLARIDADE: NEGATIVA/POSITIVA; DIAMETRO DA ALMA: 3,25 MM; COMPRIMENTO: 350 MM.";18.0;06/12/2023;21/12/2023;PC0000064;06/12/2023;11/12/2023;;18.0;0.0;05/10/2023;101571;;28/03/2024;Aprovado
SC0001584;32633;C142211;"PAPEL HIGIENICO; FOLHA: SIMPLES; COR: BRANCO; PERFUME: NEUTRO; DIMENSOES: 0,10 X 40 M; FORNECIMENTO: PACOTE 4 ROLOS.";2.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;2.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001584;32633;C468948;"AGUA SANITARIA; FORNECIMENTO: GALAO 5 L.";4.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;4.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001584;32633;C1161356;"SABONETEIRA; GIRATORIA; MATERIAL: VIDRO; COR: TRANSPARENTE; CAPACIDADE: 500 ML; FAB: JSN - REF: J4.";3.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;3.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001584;32633;C725088;"PORTA PAPEL HIGIENICO; ROLO; MATERIAL: ACO INOX; CAPACIDADE: 1 ROLO COM 40 M; FAB: TALITA METAIS.";20.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;20.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001584;32633;C1001720;"SACO LIXO; APLICACAO: USO GERAL; MATERIAL: PLASTICO; COR: TRANSPARENTE; BOCA: NORMAL; CAPACIDADE: 60 LITROS; FORNECIMENTO: PACOTE 50 UNIDADES.";3.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;3.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001584;32633;C781242;"SACO LIXO; APLICACAO: USO GERAL; MATERIAL: PLASTICO; COR: TRANSPARENTE; BOCA: NORMAL; CAPACIDADE: 200 LITROS; FORNECIMENTO: PACOTE 50 UNIDADES.";1.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;1.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001584;32633;C739594;"DETERGENTE INDUSTRIAL; CONCENTRADO; APLICACAO: VEICULOS; APRESENTACAO: LIQUIDO; FORNECIMENTO: GALAO 5 LITROS; REQUISITOS ADICIONAIS: TLA.";4.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;4.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001584;32633;C171903;"DESINFETANTE; AROMA: PINHO; EMBALAGEM: FRASCO 500 ML; FAB: COLGATE PALMOLIVE - REF: PINHO SOL.";8.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;8.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001584;32633;C174905;"PANO LIMPEZA; SACO ALVEJADO; MATERIAL: ALGODAO; COR: BRANCO; DIMENSOES: 400 X 670 MM; FORNECIMENTO: INDIVIDUAL.";25.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;25.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001584;32633;C174534;"ESPONJA LIMPEZA; DUPLA FACE; COR: VERDE/AMARELA; FORMATO: RETANGULAR; FORNECIMENTO: PACOTE 4 UNIDADES; REQUISITOS ADICIONAIS: DIMENSOES 71 X 100 MM.";12.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;12.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001584;32633;C395999;"ALCOOL ETILICO HIDRATADO; APRESENTACAO: LIQUIDO; GRADUACAO: 70,0 GRAUS; PERFUME: SEM PERFUME; FORNECIMENTO: FRASCO 1000 ML.";12.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;12.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001584;32633;C1233434;"FITA ADESIVA; SIMPLES; MATERIAL: PAPEL CREPE; COR: BEGE CLARO; APARELHO: SEM APARELHO; DIMENSOES: 48 MM X 50 M; FORNECIMENTO: INDIVIDUAL.";6.0;07/12/2023;22/12/2023;PC0000069;07/12/2023;07/12/2023;;6.0;0.0;14/11/2023;44725;;23/01/2024;Aprovado
SC0001601;32655;C510756;"OLEO COMBUSTIVEL; DIESEL TIPO B S500; FORNECIMENTO: A GRANEL.";68.0;07/12/2023;22/12/2023;PC0000084;11/12/2023;11/12/2023;;68.0;0.0;15/09/2023;198514;;23/01/2024;Aprovado
SC0001603;32048;C1586657;"COPO; AGUA; MATERIAL: VIDRO; CAPACIDADE: 540 ML; FORNECIMENTO: INDIVIDUAL; REQUISITOS ADICIONAIS: CARPE DIEM.";15.0;07/12/2023;22/12/2023;PC0000097;12/12/2023;13/12/2023;;15.0;0.0;13/10/2023;1870447;;04/04/2024;Aprovado - NF excluida no IFS
SC0001603;32048;C1824812;"FORNO; EMBUTIR; AQUECIMENTO: ELETRICO; ACABAMENTO: INOX; NUMERO DE ANDARES: 01 ANDAR; CAPACIDADE: 80 LITROS; TENSAO DE ALIMENTACAO: 220 V; POTENCIA: 2400 W; FAB: ELETROLUX - REF: OE8TX.";1.0;07/12/2023;22/12/2023;PC0000097;12/12/2023;13/12/2023;;1.0;0.0;13/10/2023;1870447;;04/04/2024;Aprovado - NF excluida no IFS
SC0001603;32048;C1670239;"TACA BEBIDA; TIPO BEBIDA: MARGARITA; MATERIAL: ACRILICO; COR: TRANSPARENTE; CAPACIDADE: 220 ML; FORNECIMENTO: INDIVIDUAL.";1.0;07/12/2023;22/12/2023;PC0000097;12/12/2023;13/12/2023;;1.0;0.0;13/10/2023;1870447;;04/04/2024;Aprovado - NF excluida no IFS
SC0001353;32048;C165707;"ESCADA; MARINHEIRO; MATERIAL: ALUMINIO; SAPATA: BORRACHA; ARTICULACAO: SEM ARTICULACAO; CAPACIDADE: 120 KG; DEGRAUS: 1 LADO; NUMERO DE DEGRAUS: 2 X 9 DEGRAUS; COMPRIMENTO: 2,80 M; REQUISITOS ADICIONAIS: EE09/01.";4.0;21/11/2023;06/12/2023;PC0000012;23/11/2023;27/11/2023;;4.0;0.0;23/10/2023;2620;;23/01/2024;Aprovado
SC0001354;32048;C535500;"TORNEIRA; PAREDE; APLICACAO: JARDIM; MATERIAL: PLASTICA; CONEXAO: ROSCA BSP; FABRICANTE: *****; REFERENCIA: *****; DIAMETRO: 1/2 "".";52.0;21/11/2023;06/12/2023;PC0000011;23/11/2023;05/12/2023;;52.0;0.0;24/10/2023;153168;;04/04/2024;Aprovado
